epoch,MAE,loss,val_MAE,val_loss
0,1186.27490234375,1547691.625,1129.26611328125,1420670.5
1,1070.7822265625,1291291.5,1014.7711181640625,1179675.25
2,956.7171630859375,1064581.0,901.1641235351562,966903.5625
3,843.4449462890625,865497.3125,788.2393188476562,781442.9375
4,730.91943359375,693953.125,676.4614868164062,623425.1875
5,619.6783447265625,549373.8125,565.9163208007812,492135.21875
6,510.0849609375,431648.8125,457.8992919921875,387419.6875
7,407.1908874511719,339963.03125,364.00872802734375,308480.1875
8,330.9332580566406,273783.59375,309.3356018066406,254419.140625
9,296.05670166015625,231423.015625,291.1133117675781,222957.65625
10,286.86328125,209545.890625,287.4241638183594,209053.953125
11,284.4187316894531,200561.453125,285.15924072265625,203069.296875
12,281.2340087890625,195689.828125,281.21588134765625,198690.25
13,276.9728698730469,191561.15625,276.7938232421875,194706.328125
14,272.41571044921875,187779.0625,272.3345031738281,191060.03125
15,267.9364013671875,184312.421875,267.92767333984375,187726.3125
16,263.5459899902344,181123.28125,263.72540283203125,184642.78125
17,259.33154296875,178179.796875,259.56939697265625,181803.828125
18,255.25392150878906,175451.46875,255.44984436035156,179161.5625
19,251.180908203125,172913.453125,251.4970703125,176696.125
20,247.3402099609375,170533.734375,247.50003051757812,174394.4375
21,243.35345458984375,168299.125,243.81280517578125,172218.359375
22,239.67735290527344,166184.5625,240.11077880859375,170157.453125
23,235.99159240722656,164186.59375,236.54872131347656,168220.171875
24,232.43841552734375,162292.3125,233.0133056640625,166369.1875
25,228.9740753173828,160477.796875,229.52049255371094,164595.5
26,225.48753356933594,158728.71875,226.19444274902344,162886.328125
27,222.2345428466797,157062.328125,222.8766632080078,161262.296875
28,218.9020538330078,155466.03125,219.72476196289062,159706.328125
29,215.81246948242188,153926.953125,216.5503387451172,158197.359375
30,212.7501678466797,152444.765625,213.35552978515625,156754.609375
31,209.5868377685547,151008.53125,210.44898986816406,155351.640625
32,206.64598083496094,149625.375,207.5553436279297,154002.515625
33,203.75537109375,148290.3125,204.6737518310547,152702.890625
34,201.00799560546875,147005.59375,201.73594665527344,151447.71875
35,198.17947387695312,145764.625,198.98480224609375,150243.171875
36,195.46710205078125,144562.546875,196.34898376464844,149070.671875
37,192.7195587158203,143397.5625,193.91015625,147942.484375
38,190.30506896972656,142278.53125,191.3298797607422,146856.140625
39,187.87353515625,141201.546875,188.6273651123047,145810.3125
40,185.28680419921875,140162.9375,186.33306884765625,144802.265625
41,182.902587890625,139159.9375,184.16554260253906,143831.515625
42,180.7368621826172,138184.03125,181.6357421875,142878.953125
43,178.37828063964844,137240.90625,179.46810913085938,141971.84375
44,176.2906494140625,136336.65625,177.09280395507812,141099.84375
45,174.0304718017578,135460.140625,175.1492156982422,140254.609375
46,172.04249572753906,134622.609375,173.08522033691406,139447.390625
47,169.9595947265625,133813.078125,171.25628662109375,138671.171875
48,168.1673583984375,133040.265625,169.18511962890625,137926.65625
49,166.3072967529297,132294.15625,167.06112670898438,137211.0
50,164.24717712402344,131575.171875,165.46676635742188,136522.953125
51,162.62069702148438,130881.53125,163.66627502441406,135852.890625
52,160.97230529785156,130211.1328125,161.54063415527344,135217.25
53,158.8242645263672,129567.671875,160.472412109375,134595.25
54,157.5872344970703,128945.9375,158.4839630126953,134002.625
55,155.81219482421875,128345.5390625,156.82598876953125,133429.734375
56,154.34783935546875,127766.203125,154.96832275390625,132880.234375
57,152.55406188964844,127215.25,153.81373596191406,132354.40625
58,151.14434814453125,126682.890625,152.49085998535156,131848.125
59,149.79971313476562,126166.359375,150.923583984375,131358.28125
60,148.5155792236328,125673.1328125,149.30294799804688,130891.484375
61,146.94931030273438,125198.0859375,148.0245819091797,130440.21875
62,145.51055908203125,124736.4921875,147.03392028808594,130002.8671875
63,144.45335388183594,124296.5,145.44097900390625,129588.6171875
64,142.81982421875,123862.3515625,144.7622528076172,129178.15625
65,142.22010803222656,123452.4296875,142.81643676757812,128793.953125
66,140.58213806152344,123056.5703125,141.80909729003906,128420.203125
67,139.4217987060547,122673.8125,140.92117309570312,128059.6953125
68,138.48728942871094,122304.484375,139.61756896972656,127713.9296875
69,137.41685485839844,121951.5,138.3402099609375,127385.0
70,136.39332580566406,121607.5703125,137.12030029296875,127062.03125
71,135.16709899902344,121271.6953125,136.35791015625,126745.1328125
72,134.22239685058594,120949.65625,135.44911193847656,126444.0703125
73,133.1114959716797,120638.5078125,134.9652099609375,126154.7265625
74,132.45697021484375,120342.03125,133.96128845214844,125877.4296875
75,131.55772399902344,120050.5546875,132.88478088378906,125604.3515625
76,130.5689697265625,119766.4921875,132.11367797851562,125339.8671875
77,129.7497100830078,119492.8125,131.3769989013672,125086.203125
78,128.95188903808594,119228.8046875,130.6026611328125,124840.109375
79,128.42601013183594,118973.09375,129.06439208984375,124606.7734375
80,127.31029510498047,118724.3984375,128.5047607421875,124372.6875
81,126.58023834228516,118480.828125,127.90906524658203,124147.28125
82,125.99592590332031,118246.328125,126.96186828613281,123931.5
83,125.15269470214844,118017.5546875,126.37041473388672,123717.625
84,124.43391418457031,117795.875,125.82923889160156,123512.328125
85,123.96144104003906,117581.0,124.8758544921875,123316.0546875
86,123.05108642578125,117370.1953125,124.5569076538086,123117.2265625
87,122.54336547851562,117165.8515625,123.9903335571289,122929.0
88,122.0444564819336,116964.078125,123.17823791503906,122742.546875
89,121.14712524414062,116767.7578125,122.93695831298828,122560.09375
90,120.78072357177734,116576.703125,122.25794219970703,122383.96875
91,120.02505493164062,116389.265625,121.94391632080078,122210.046875
92,119.88790130615234,116205.8359375,120.80750274658203,122042.25
93,119.0625991821289,116027.390625,120.14441680908203,121877.6484375
94,118.45973205566406,115852.53125,119.78688049316406,121716.078125
95,117.80224609375,115680.046875,119.61089324951172,121555.125
96,117.62215423583984,115512.984375,118.99044799804688,121401.609375
97,116.9468765258789,115348.8828125,118.5488052368164,121249.890625
98,116.7667007446289,115187.9765625,117.5134506225586,121104.15625
99,115.92498779296875,115031.25,117.2828598022461,120957.8828125
100,115.4889907836914,114876.1015625,116.81057739257812,120813.640625
101,114.78250885009766,114721.7734375,116.93711853027344,120670.40625
102,114.67991638183594,114573.0078125,116.22979736328125,120533.6796875
103,114.31591796875,114426.703125,115.14057159423828,120401.3828125
104,113.540283203125,114283.5078125,115.15065002441406,120266.84375
105,113.23129272460938,114141.4140625,114.6355972290039,120134.90625
106,112.71048736572266,114002.484375,114.28514099121094,120007.4609375
107,112.14456176757812,113865.2734375,114.27762603759766,119879.3125
108,112.10350036621094,113730.8984375,113.25858306884766,119757.203125
109,111.54176330566406,113597.7109375,112.76307678222656,119634.421875
110,110.84333038330078,113466.4765625,112.8315200805664,119510.5234375
111,110.66820526123047,113338.0859375,112.2384262084961,119393.90625
112,110.241943359375,113212.7421875,111.79739379882812,119278.53125
113,109.78958892822266,113090.6796875,111.3820571899414,119164.484375
114,109.38419342041016,112965.109375,110.84439086914062,119048.046875
115,108.90142822265625,112843.25,110.7197265625,118935.28125
116,108.582763671875,112724.0625,110.23477935791016,118825.921875
117,108.14999389648438,112606.8203125,109.87157440185547,118717.828125
118,107.86933898925781,112491.8828125,109.14680480957031,118612.390625
119,107.27271270751953,112378.8828125,109.00020599365234,118506.65625
120,106.93347930908203,112266.234375,108.71318817138672,118402.75
121,106.57361602783203,112154.390625,108.3749771118164,118299.6015625
122,106.24861145019531,112045.796875,107.75779724121094,118200.8203125
123,105.67848205566406,111938.125,107.63130950927734,118100.3359375
124,105.474853515625,111833.4921875,107.07699584960938,118004.7890625
125,105.14020538330078,111729.734375,106.4375,117909.4609375
126,104.65113067626953,111628.421875,106.10586547851562,117815.9921875
127,104.3272476196289,111528.15625,105.5738296508789,117723.890625
128,103.66952514648438,111427.96875,105.7300796508789,117630.3046875
129,103.63356018066406,111330.6171875,105.03568267822266,117541.875
130,103.17642211914062,111234.4296875,104.66317749023438,117452.40625
131,102.66761779785156,111139.5546875,104.57726287841797,117363.6953125
132,102.46334075927734,111046.609375,104.01378631591797,117278.5078125
133,101.9919662475586,110954.8359375,103.78001403808594,117193.1015625
134,101.86322784423828,110865.4765625,102.86654663085938,117115.4765625
135,101.19788360595703,110777.7734375,103.12303924560547,117030.9921875
136,101.0171890258789,110692.0859375,102.76242065429688,116951.25
137,100.34461212158203,110604.9375,103.01923370361328,116870.4921875
138,100.71327209472656,110518.2734375,101.5739974975586,116792.546875
139,99.765380859375,110434.796875,101.50135803222656,116714.5390625
140,99.67227172851562,110352.59375,100.91913604736328,116640.5390625
141,99.23054504394531,110272.515625,100.40174865722656,116567.375
142,98.95706176757812,110192.0546875,99.77635955810547,116496.9921875
143,98.35980987548828,110114.484375,99.96221923828125,116420.7265625
144,98.23600006103516,110037.7421875,99.3907241821289,116350.9296875
145,97.5293960571289,109962.1640625,99.74903869628906,116279.0078125
146,97.72840118408203,109888.2421875,98.73297119140625,116214.8359375
147,96.97164916992188,109816.265625,98.85901641845703,116145.109375
148,96.95638275146484,109743.96875,98.15638732910156,116080.8828125
149,96.25371551513672,109673.5859375,98.27255249023438,116014.5234375
150,96.32027435302734,109605.3203125,97.56554412841797,115953.15625
151,95.62552642822266,109535.7890625,97.54531860351562,115887.9296875
152,95.32522583007812,109469.0234375,97.78224182128906,115827.0078125
153,95.71802520751953,109404.9375,96.25067901611328,115772.46875
154,94.5020751953125,109340.7421875,96.7076416015625,115708.796875
155,94.51514434814453,109276.84375,96.2949447631836,115650.1484375
156,94.18047332763672,109215.1640625,95.96407318115234,115593.640625
157,93.82308959960938,109154.6484375,95.78749084472656,115537.6484375
158,93.69273376464844,109095.40625,95.09862518310547,115485.0703125
159,93.1524429321289,109035.5546875,94.98570251464844,115428.4453125
160,93.09626007080078,108978.328125,94.3573989868164,115378.21875
161,92.67574310302734,108920.5625,93.85340881347656,115326.3046875
162,92.24307250976562,108864.9296875,93.81828308105469,115274.75
163,91.70665740966797,108810.65625,94.284912109375,115222.4375
164,92.10266876220703,108757.8515625,93.15029907226562,115176.5859375
