epoch,MAE,loss,val_MAE,val_loss
0,734.227294921875,813952.625,285.50537109375,211153.671875
1,264.9335021972656,185442.90625,234.5762939453125,168178.140625
2,193.80821228027344,144878.71875,170.03245544433594,136711.859375
3,141.45335388183594,123632.8828125,130.50845336914062,123665.3125
4,114.00289916992188,114776.609375,106.32117462158203,118509.296875
5,99.74903869628906,110805.5546875,97.36674499511719,115792.21875
6,89.25752258300781,108626.2890625,83.50798034667969,114405.953125
7,82.56266021728516,107515.96875,80.22917175292969,113646.203125
8,80.2413101196289,106919.2578125,80.41886901855469,113133.515625
9,79.30152130126953,106466.3984375,76.12854766845703,112784.96875
10,78.978759765625,106054.765625,76.28462219238281,112352.109375
11,78.91178131103516,105644.59375,81.60116577148438,111852.3671875
12,78.7569351196289,105263.734375,87.0545654296875,111494.078125
13,79.1060562133789,104896.7265625,82.52385711669922,111072.7890625
14,79.14852905273438,104517.6640625,77.52397155761719,110736.75
15,79.33995056152344,104148.640625,84.33341217041016,110281.96875
16,79.89308166503906,103791.671875,80.22161102294922,109916.2421875
17,79.7934799194336,103424.734375,83.55972290039062,109495.1328125
18,80.50157165527344,103064.8046875,85.3416976928711,109161.2265625
19,80.72867584228516,102720.796875,85.11048126220703,108768.5859375
20,81.29830169677734,102367.421875,85.94050598144531,108391.53125
21,81.79158782958984,102032.6953125,85.14492797851562,108010.0078125
22,82.45536041259766,101682.46875,83.79708099365234,107650.6640625
23,83.13826751708984,101332.9765625,81.19488525390625,107480.34375
24,83.6630859375,101013.046875,86.06800079345703,106935.359375
25,84.4937515258789,100681.046875,84.6937026977539,106630.6796875
26,85.14141082763672,100367.734375,86.07890319824219,106242.84375
27,86.02365112304688,100018.5234375,87.76692962646484,105860.0859375
28,86.82530212402344,99702.84375,90.50624084472656,105508.7421875
29,87.92219543457031,99380.5859375,88.66248321533203,105266.71875
30,88.99497985839844,99076.0,90.38135528564453,104893.5
31,89.84953308105469,98780.1484375,97.46353912353516,104657.375
32,91.20140075683594,98488.5,93.02855682373047,104212.609375
33,92.04376220703125,98214.671875,95.65377044677734,103926.3828125
34,93.04106140136719,97929.9296875,96.82636260986328,103622.65625
35,94.18136596679688,97655.8828125,98.30517578125,103344.9765625
36,95.53543853759766,97415.75,96.34563446044922,103168.1640625
37,96.50518035888672,97181.0625,97.91021728515625,102882.75
38,97.63677978515625,96940.4921875,99.50205993652344,102564.4453125
39,98.70470428466797,96737.171875,100.53255462646484,102321.359375
40,99.843994140625,96534.3515625,105.03089904785156,102209.03125
41,101.10352325439453,96333.6640625,104.53781127929688,101892.40625
42,102.051025390625,96155.28125,103.60508728027344,101817.5390625
43,103.33891296386719,95982.2890625,104.71375274658203,101565.234375
44,104.34317016601562,95829.1796875,105.87115478515625,101435.609375
45,105.3546142578125,95680.75,108.29891967773438,101151.78125
46,106.52051544189453,95547.65625,110.44630432128906,101023.484375
47,107.556640625,95405.2890625,109.59778594970703,100882.109375
48,108.59652709960938,95282.109375,111.68341064453125,100731.90625
49,109.67156982421875,95170.15625,111.04072570800781,100682.2578125
50,110.421875,95064.6796875,113.15925598144531,100495.15625
51,111.46246337890625,94969.015625,113.6013412475586,100367.71875
52,112.235595703125,94886.5234375,115.17059326171875,100270.1953125
53,113.13126373291016,94801.296875,116.51026916503906,100239.6796875
54,114.02740478515625,94735.6796875,115.72657012939453,100275.9375
55,114.79808044433594,94677.4296875,119.01683807373047,100142.53125
56,115.69023895263672,94610.28125,117.54222106933594,99991.6875
57,116.35082244873047,94555.4140625,118.2750244140625,99934.3046875
