epoch,MAE,loss,val_MAE,val_loss
0,1188.5899658203125,1554503.5,1132.9644775390625,1432095.25
1,1073.3089599609375,1297700.0,1018.546142578125,1190344.625
2,959.3447875976562,1070614.125,905.0377197265625,976850.4375
3,846.2588500976562,871245.0625,792.2552490234375,790683.4375
4,733.8981323242188,699163.25,680.6299438476562,631915.5
5,622.8702392578125,554000.1875,570.0510864257812,499622.78125
6,513.3475341796875,435483.21875,461.94549560546875,393998.40625
7,410.09222412109375,343249.1875,367.4521179199219,314234.0
8,332.91326904296875,276367.25,311.59991455078125,259300.4375
9,297.0826110839844,233318.75,293.0097351074219,227027.203125
10,287.4512939453125,210928.171875,289.36761474609375,212691.875
11,285.4250183105469,202033.71875,287.56341552734375,207096.5625
12,282.7798767089844,197665.75,284.13726806640625,203124.546875
13,279.029296875,193923.484375,279.99945068359375,199407.0
14,274.78924560546875,190366.734375,275.84588623046875,195897.625
15,270.6166076660156,187004.796875,271.69317626953125,192557.515625
16,266.5438537597656,183815.78125,267.500244140625,189396.53125
17,262.4131164550781,180777.046875,263.4369812011719,186379.984375
18,258.39459228515625,177897.375,259.3985290527344,183528.875
19,254.35366821289062,175144.8125,255.49383544921875,180793.75
20,250.57733154296875,172534.046875,251.458740234375,178203.671875
21,246.61671447753906,170025.59375,247.62063598632812,175702.703125
22,242.7832489013672,167610.03125,243.8491973876953,173292.21875
23,239.04933166503906,165302.984375,240.15138244628906,171002.125
24,235.4349365234375,163091.015625,236.42010498046875,168800.96875
25,231.83213806152344,160974.21875,232.79193115234375,166690.65625
26,228.26963806152344,158927.375,229.15977478027344,164649.75
27,224.6847686767578,156955.4375,225.78790283203125,162676.953125
28,221.41590881347656,155057.53125,222.21189880371094,160789.25
29,217.90943908691406,153229.859375,218.91587829589844,158958.5625
30,214.6588897705078,151472.15625,215.63685607910156,157208.78125
31,211.43910217285156,149776.78125,212.42359924316406,155510.265625
32,208.30947875976562,148133.203125,209.2854461669922,153871.453125
33,205.25363159179688,146554.0625,206.1864013671875,152294.421875
34,202.29505920410156,145032.53125,203.11582946777344,150771.703125
35,199.3606414794922,143558.984375,200.10276794433594,149298.265625
36,196.40713500976562,142147.359375,197.52609252929688,147893.921875
37,193.71421813964844,140783.96875,194.81649780273438,146526.671875
38,191.0915985107422,139472.65625,192.1864471435547,145215.21875
39,188.54080200195312,138205.8125,189.56918334960938,143948.015625
40,186.0005645751953,136977.28125,187.1080322265625,142721.640625
41,183.6637420654297,135803.734375,184.54824829101562,141547.34375
42,181.10264587402344,134658.484375,182.41123962402344,140394.90625
43,179.0548095703125,133560.703125,179.9906768798828,139299.875
44,176.74903869628906,132494.171875,177.81588745117188,138226.796875
45,174.5426483154297,131464.8125,175.85992431640625,137200.328125
46,172.4935302734375,130473.7421875,173.90476989746094,136204.890625
47,170.5624237060547,129517.8203125,171.86965942382812,135250.078125
48,168.657470703125,128593.75,169.7725372314453,134320.359375
49,166.65841674804688,127703.03125,167.85218811035156,133429.765625
50,164.8433837890625,126838.3046875,165.95346069335938,132563.9375
51,162.81808471679688,125995.9296875,164.64208984375,131718.4375
52,161.4752655029297,125192.9921875,162.46261596679688,130913.234375
53,159.4097900390625,124411.1953125,161.2274932861328,130128.6953125
54,158.05764770507812,123660.625,159.31930541992188,129375.546875
55,156.3214569091797,122927.2578125,157.72482299804688,128635.4375
56,154.7850341796875,122215.0234375,156.15872192382812,127920.5234375
57,153.34596252441406,121528.3046875,154.52830505371094,127234.90625
58,151.82476806640625,120864.078125,152.90713500976562,126567.2890625
59,150.07215881347656,120211.359375,152.0109405517578,125907.3359375
60,148.893798828125,119580.3203125,150.6289825439453,125273.6328125
61,147.64976501464844,118973.109375,149.0539093017578,124664.3125
62,146.13204956054688,118378.6484375,147.79779052734375,124066.421875
63,144.8858642578125,117803.6875,146.53517150878906,123487.9609375
64,143.75071716308594,117240.9453125,145.07281494140625,122920.0625
65,142.42678833007812,116696.125,143.6768341064453,122375.890625
66,141.1704559326172,116165.3515625,142.53445434570312,121839.2265625
67,139.78176879882812,115640.890625,141.7668914794922,121309.6953125
68,139.02813720703125,115131.7421875,140.11270141601562,120800.15625
69,137.71609497070312,114636.4765625,138.91758728027344,120299.46875
70,136.51710510253906,114153.6015625,137.9705047607422,119813.984375
71,135.3640899658203,113679.9453125,137.23634338378906,119336.9296875
72,134.415771484375,113218.4296875,136.0991668701172,118872.421875
73,133.46791076660156,112765.3671875,134.87721252441406,118416.2265625
74,132.4571075439453,112321.9609375,133.82281494140625,117969.7109375
75,131.21949768066406,111886.8515625,133.2474365234375,117530.3828125
76,130.4803009033203,111460.2734375,132.07135009765625,117100.609375
77,129.45376586914062,111040.1484375,131.2220458984375,116677.2734375
78,128.46218872070312,110627.5,130.44174194335938,116262.1171875
79,127.5444564819336,110225.34375,129.72708129882812,115860.484375
80,126.79466247558594,109834.0078125,128.8453369140625,115464.65625
81,125.91668701171875,109445.59375,127.84432220458984,115073.2421875
82,125.1632080078125,109065.7421875,126.65119171142578,114689.1484375
83,124.2989501953125,108686.4453125,125.56934356689453,114310.7421875
84,123.02578735351562,108318.125,125.55460357666016,113936.640625
85,122.66670227050781,107954.3046875,124.53235626220703,113572.28125
86,121.82141876220703,107598.9375,123.5406494140625,113214.7578125
87,120.94735717773438,107249.71875,123.00304412841797,112862.734375
88,120.2701644897461,106905.2421875,122.13087463378906,112515.03125
89,119.64850616455078,106563.8359375,121.08785247802734,112172.15625
90,118.6259765625,106228.4609375,120.72313690185547,111831.78125
91,118.0967025756836,105893.9609375,119.90776062011719,111495.6328125
92,117.45803833007812,105568.1328125,118.97059631347656,111169.7578125
93,116.68085479736328,105245.5390625,118.29469299316406,110844.484375
94,115.95785522460938,104927.3125,117.67562866210938,110525.84375
95,115.29676818847656,104616.46875,117.1133041381836,110210.2734375
96,114.67677307128906,104304.7265625,116.37422180175781,109896.359375
97,113.76679229736328,103996.2734375,116.36846160888672,109584.2890625
98,113.52494049072266,103694.4765625,115.2851791381836,109280.3671875
99,112.56248474121094,103393.4453125,115.15335845947266,108978.25
100,112.3620376586914,103101.6015625,114.00239562988281,108683.2890625
101,111.45514678955078,102805.3359375,113.56501770019531,108383.3828125
102,110.9228744506836,102515.5,112.92459106445312,108093.0859375
103,110.3877944946289,102231.125,112.13172149658203,107805.859375
104,109.7064208984375,101948.53125,111.67179870605469,107520.8359375
105,109.03411102294922,101665.5859375,111.383056640625,107233.0234375
