epoch,MAE,loss
64,2.0150933265686035,22.848175048828125
65,2.052513360977173,27.033035278320312
66,1.963340163230896,23.084943771362305
67,1.9799649715423584,23.106538772583008
68,2.118757963180542,23.732011795043945
69,1.915274977684021,23.03045654296875
70,1.9095655679702759,22.400556564331055
71,2.1696341037750244,23.931659698486328
72,1.8874166011810303,22.32086753845215
73,2.0336356163024902,24.19628143310547
74,1.7664227485656738,22.046550750732422
75,1.9733572006225586,23.460708618164062
76,1.900282382965088,22.63095474243164
77,2.0803396701812744,23.759502410888672
78,1.7171756029129028,21.632917404174805
79,1.8738981485366821,23.75993537902832
80,1.8768792152404785,21.2181396484375
81,1.793697476387024,22.285850524902344
82,2.0234122276306152,25.06012725830078
83,2.0117745399475098,23.392581939697266
84,1.9961665868759155,22.554779052734375
85,2.055210828781128,23.861658096313477
86,1.9710801839828491,22.470767974853516
87,1.8756062984466553,23.295764923095703
88,1.9918463230133057,22.600845336914062
89,2.003509998321533,24.108848571777344
90,2.1358094215393066,23.8561954498291
91,1.8494106531143188,22.593036651611328
92,1.8025627136230469,19.880578994750977
93,2.0644240379333496,22.473966598510742
94,1.8959825038909912,22.12200927734375
95,1.8053274154663086,20.248920440673828
96,1.9897944927215576,23.738143920898438
97,1.9378011226654053,21.679794311523438
98,2.061680555343628,24.910785675048828
99,1.9246424436569214,22.49808120727539
100,1.8674758672714233,23.15059471130371
101,1.7135543823242188,20.30731964111328
102,1.8510699272155762,22.501834869384766
103,1.7319433689117432,20.979589462280273
104,1.9900070428848267,22.484487533569336
105,1.6230506896972656,19.05076026916504
106,1.8826011419296265,22.31671905517578
107,1.706618309020996,19.494016647338867
108,1.7881499528884888,22.28509521484375
109,1.6967835426330566,20.28152084350586
110,1.773449420928955,21.511070251464844
111,1.778016448020935,21.407657623291016
112,1.7160563468933105,19.61151695251465
113,1.7525255680084229,20.67862892150879
114,1.6509958505630493,20.35498809814453
115,1.720599889755249,20.316003799438477
116,1.8390977382659912,22.600086212158203
117,1.633387804031372,19.46587371826172
118,1.8973379135131836,21.076984405517578
119,1.723492980003357,20.385902404785156
120,1.6050306558609009,18.954864501953125
121,1.6935808658599854,18.93779754638672
122,1.6255872249603271,19.75754737854004
123,1.854879379272461,21.878009796142578
124,1.715667486190796,20.30987548828125
125,1.619795799255371,19.820613861083984
126,1.6120107173919678,18.948862075805664
127,1.6898183822631836,20.368602752685547
128,1.6377571821212769,20.288467407226562
129,1.7773280143737793,21.673133850097656
130,1.4833123683929443,17.86608123779297
131,1.7950224876403809,21.06653594970703
132,1.6044901609420776,18.891016006469727
133,1.7286462783813477,20.343236923217773
134,1.6316677331924438,19.47528648376465
135,1.6929588317871094,19.580158233642578
136,1.7154757976531982,20.586448669433594
137,1.7696259021759033,20.622203826904297
138,1.5720008611679077,20.212892532348633
139,1.5131715536117554,19.480880737304688
140,1.6669853925704956,19.454490661621094
141,1.6044148206710815,18.943647384643555
142,1.7461740970611572,21.842384338378906
143,1.597823977470398,18.90728187561035
144,1.436988353729248,17.381757736206055
145,1.7017096281051636,19.79625129699707
146,1.6586769819259644,18.820619583129883
147,1.618446946144104,20.3341064453125
148,1.6511789560317993,19.10257339477539
149,1.7380925416946411,19.87624740600586
150,1.7651296854019165,20.292207717895508
151,1.7362890243530273,19.68031120300293
152,1.697393536567688,20.50227165222168
153,1.5752884149551392,18.187152862548828
154,1.5833181142807007,20.400264739990234
155,1.6434077024459839,20.087966918945312
156,1.6110525131225586,19.62317657470703
157,1.6444498300552368,19.81793975830078
158,1.6050388813018799,18.79426383972168
159,1.8425297737121582,21.38251304626465
160,1.5164778232574463,18.423967361450195
161,1.6805386543273926,19.91785430908203
162,1.5346771478652954,19.115131378173828
163,1.618513584136963,19.236833572387695
164,1.6909016370773315,19.80412483215332
165,1.627051830291748,19.006790161132812
166,1.6341241598129272,20.739410400390625
167,1.4311683177947998,18.42548942565918
168,1.530214548110962,18.49266815185547
169,1.551171898841858,19.027563095092773
170,1.6912325620651245,20.670827865600586
171,1.3438348770141602,17.652963638305664
172,1.4057189226150513,19.339385986328125
173,1.623378038406372,19.22635269165039
174,1.583199143409729,19.807788848876953
175,1.4832489490509033,17.80613899230957
176,1.3673707246780396,17.32377052307129
177,1.5397586822509766,18.637451171875
178,1.5836268663406372,18.540813446044922
179,1.461630940437317,17.751516342163086
180,1.6344196796417236,18.78946876525879
181,1.474562406539917,18.00391960144043
182,1.493739128112793,18.517990112304688
183,1.4943681955337524,19.01851463317871
184,1.5896331071853638,19.714277267456055
185,1.506718397140503,17.66714859008789
186,1.4855364561080933,18.98082733154297
187,1.5094726085662842,18.309240341186523
188,1.4540483951568604,17.8333740234375
189,1.5773913860321045,18.974468231201172
190,1.5814964771270752,19.914613723754883
191,1.4013055562973022,17.268566131591797
192,1.4292515516281128,17.904247283935547
193,1.6062610149383545,19.017301559448242
194,1.3964523077011108,17.688650131225586
195,1.5468733310699463,18.31352424621582
196,1.5291188955307007,18.28394889831543
197,1.4408371448516846,17.85202407836914
198,1.4880017042160034,18.618240356445312
199,1.4733039140701294,17.293699264526367
200,1.4218592643737793,17.25065040588379
201,1.510848879814148,19.502412796020508
202,1.4097546339035034,18.559860229492188
203,1.551802635192871,19.02027130126953
204,1.4155151844024658,16.92600440979004
205,1.620967984199524,19.220447540283203
206,1.5100871324539185,17.541393280029297
207,1.6103183031082153,19.21268653869629
208,1.3978079557418823,17.273290634155273
209,1.4414377212524414,18.179622650146484
210,1.5792160034179688,19.082143783569336
211,1.5087202787399292,18.79530143737793
