epoch,MAE,loss,val_MAE,val_loss
0,56.829246520996094,50179.36328125,59.62451171875,53262.5625
1,57.282894134521484,50088.66015625,58.781253814697266,53166.7421875
2,57.05354690551758,49994.40625,58.62171173095703,53066.0625
3,56.97556686401367,49899.17578125,58.71610641479492,52963.6953125
4,57.092708587646484,49804.23828125,58.25461959838867,52868.3046875
5,56.876590728759766,49712.01171875,58.568626403808594,52765.55859375
6,56.8390998840332,49616.8671875,58.78131103515625,52662.80859375
7,56.88485336303711,49522.71484375,58.506195068359375,52565.2109375
8,56.75505447387695,49428.34375,58.77812576293945,52463.30859375
9,56.87043380737305,49335.59765625,58.451229095458984,52364.87109375
10,56.599220275878906,49240.26953125,58.825775146484375,52262.5625
11,56.788272857666016,49146.99609375,58.849632263183594,52163.04296875
12,56.65517807006836,49052.44921875,58.87471008300781,52061.609375
13,56.802947998046875,48959.08984375,58.42169189453125,51964.59765625
14,56.665191650390625,48867.24609375,58.232723236083984,51869.00390625
15,56.520511627197266,48774.2421875,58.483192443847656,51766.43359375
16,56.70497512817383,48681.4453125,57.945045471191406,51672.98046875
17,56.34299087524414,48589.5625,58.425315856933594,51570.75390625
18,56.48969268798828,48496.90234375,58.423316955566406,51472.05078125
19,56.6363410949707,48403.21875,57.937095642089844,51375.24609375
20,56.333160400390625,48311.66796875,58.152828216552734,51275.4921875
21,56.38623809814453,48218.18359375,58.109649658203125,51176.6640625
22,56.295101165771484,48125.62890625,58.274192810058594,51077.13671875
23,56.32971954345703,48033.04296875,58.16154479980469,50979.41015625
24,56.381351470947266,47940.0859375,57.8403434753418,50881.88671875
25,56.17219161987305,47845.38671875,58.05418395996094,50780.4609375
26,56.29107666015625,47753.97265625,57.798458099365234,50684.3828125
27,56.076698303222656,47662.8515625,58.14726638793945,50585.078125
28,56.243682861328125,47570.36328125,57.695621490478516,50489.45703125
29,55.98884582519531,47477.7578125,58.24135208129883,50387.25
30,56.1276741027832,47385.7421875,57.92464065551758,50290.296875
31,56.147605895996094,47293.16015625,57.60722732543945,50194.109375
32,55.9676399230957,47201.40625,57.70302200317383,50095.71875
33,55.97842788696289,47110.0390625,57.741634368896484,49998.1796875
34,55.917564392089844,47018.49609375,57.80974197387695,49899.50390625
35,55.87054443359375,46926.4375,57.902828216552734,49802.484375
36,55.9046516418457,46836.46484375,57.800594329833984,49706.94921875
37,55.85764694213867,46746.8359375,57.62697982788086,49611.3515625
38,55.70913314819336,46654.0390625,57.99468994140625,49512.109375
39,55.86791229248047,46563.984375,57.668060302734375,49417.265625
40,55.87854766845703,46473.0078125,57.15570068359375,49323.32421875
41,55.722965240478516,46383.16796875,57.11101531982422,49228.69921875
42,55.666526794433594,46293.8671875,57.16372299194336,49131.3671875
43,55.65665817260742,46203.046875,57.24919891357422,49034.72265625
44,55.560760498046875,46112.7421875,57.42042541503906,48936.17578125
45,55.493404388427734,46021.30078125,57.68124008178711,48838.75390625
46,55.62175750732422,45931.11328125,57.36180114746094,48743.8515625
47,55.57513427734375,45841.0546875,57.09024429321289,48649.58984375
48,55.534759521484375,45751.13671875,56.91411590576172,48555.3828125
49,55.37879943847656,45660.6875,57.10380935668945,48456.390625
50,55.40701675415039,45569.828125,57.16136932373047,48359.60546875
51,55.43837356567383,45480.51171875,56.89468002319336,48267.046875
52,55.28622055053711,45391.39453125,57.064369201660156,48170.20703125
53,55.37374496459961,45303.046875,56.8889045715332,48078.73828125
54,55.316123962402344,45215.5234375,56.70943832397461,47985.64453125
55,55.21516036987305,45126.37109375,56.86138916015625,47889.1484375
56,55.26726150512695,45036.80859375,56.78955078125,47792.95703125
57,55.19459915161133,44946.1953125,56.810916900634766,47696.5546875
58,55.211299896240234,44855.8203125,56.541847229003906,47603.578125
59,55.13783645629883,44767.52734375,56.65663146972656,47509.37109375
60,55.08726119995117,44679.79296875,56.623111724853516,47415.34765625
61,54.966739654541016,44590.8203125,56.939273834228516,47317.83984375
62,55.068538665771484,44500.9296875,56.737117767333984,47223.4765625
63,54.937015533447266,44412.8046875,56.87565231323242,47129.3828125
64,55.09050369262695,44325.26953125,56.4463996887207,47038.76171875
65,54.8222541809082,44237.2578125,56.80934524536133,46941.65234375
66,54.941383361816406,44147.80859375,56.557594299316406,46847.30078125
67,54.8967170715332,44059.0,56.470436096191406,46753.82421875
68,54.84585189819336,43970.6875,56.400489807128906,46659.75390625
69,54.869449615478516,43881.69921875,56.06288146972656,46569.10546875
70,54.57278823852539,43793.39453125,56.77655029296875,46469.42578125
71,54.83632278442383,43704.9296875,56.34451675415039,46377.66796875
72,54.69756317138672,43618.296875,56.29184341430664,46285.359375
73,54.67489242553711,43530.45703125,56.301700592041016,46191.6171875
74,54.680084228515625,43442.30078125,56.30417251586914,46097.39453125
75,54.654293060302734,43354.5859375,56.108829498291016,46005.078125
76,54.44880676269531,43265.5703125,56.4742546081543,45909.43359375
77,54.58161926269531,43179.32421875,56.34246063232422,45817.19921875
78,54.586578369140625,43092.69140625,56.08537673950195,45726.41015625
79,54.49284362792969,43005.765625,56.147430419921875,45633.24609375
80,54.47306442260742,42919.04296875,56.11111068725586,45541.55078125
81,54.30879211425781,42832.33984375,56.421566009521484,45447.3203125
82,54.4383659362793,42745.9609375,56.16545867919922,45357.22265625
83,54.46552658081055,42659.3046875,55.75511932373047,45266.07421875
84,54.307437896728516,42573.0546875,55.821353912353516,45174.4296875
85,54.31843948364258,42486.28515625,55.794151306152344,45081.546875
86,54.25844192504883,42398.88671875,55.74372482299805,44988.8515625
87,54.1453742980957,42311.58984375,55.99801254272461,44895.296875
88,54.20175552368164,42225.890625,55.9290657043457,44803.078125
89,54.13574981689453,42139.7109375,56.061851501464844,44711.59765625
90,54.31838607788086,42054.2109375,55.39223861694336,44625.2578125
91,53.97190856933594,41968.25,55.91792678833008,44528.91796875
92,54.08993911743164,41881.41015625,55.70170211791992,44437.72265625
93,54.0948486328125,41796.29296875,55.53744125366211,44348.81640625
94,53.90945053100586,41710.26953125,56.03666305541992,44255.44921875
95,54.09971618652344,41625.9921875,55.727821350097656,44166.08203125
96,54.07069396972656,41541.671875,55.29169464111328,44079.31640625
97,53.813255310058594,41455.921875,55.7719841003418,43984.4765625
98,54.000892639160156,41371.82421875,55.27724075317383,43898.1484375
99,53.78290557861328,41287.0234375,55.52756118774414,43805.5
100,53.91300582885742,41203.25,55.173805236816406,43719.609375
101,53.73486328125,41119.3671875,55.422447204589844,43626.734375
102,53.65657424926758,41031.5,55.73950958251953,43531.69921875
103,53.8727912902832,40945.92578125,55.111053466796875,43445.68359375
104,53.684383392333984,40862.45703125,55.233055114746094,43354.68359375
105,53.595375061035156,40777.25,55.45783996582031,43263.8515625
106,53.76789093017578,40698.8203125,55.208885192871094,43183.78125
107,53.53382110595703,40616.41015625,55.46449279785156,43091.1796875
108,53.66500473022461,40531.80078125,55.15299606323242,43003.03125
109,53.46710205078125,40447.12890625,55.53533172607422,42911.67578125
110,53.570343017578125,40363.359375,55.33544158935547,42823.36328125
111,53.55827331542969,40280.13671875,55.13421630859375,42734.59765625
